kan_neurons,kan_grid,lamb,cnn_bottleneck_dim,ACC,Conf_Mtx,Best_Epoch,KAN_Relevance,CNN_Relevance,KAN M.R.F.,CNN M.R.F.
7,8,0.001,14,0.9093406796455383,"[[413  26   1   1]
 [ 28 376  16   0]
 [  0   7  57   2]
 [  0   3  15 147]]",23,0.9854916334152222,0.014508386142551899,"V19: 0.29
V20: 0.29
V15: 0.26","V12: 0.47
V13: 0.46
V16: 0.42"
7,8,0.001,14,0.9093406796455383,"[[413  26   1   1]
 [ 28 376  16   0]
 [  0   7  57   2]
 [  0   3  15 147]]",23,0.9854916334152222,0.014508386142551899,"V19: 0.29
V20: 0.29
V15: 0.26","V12: 0.47
V13: 0.46
V16: 0.42"
9,8,0.001,3,0.9020146727561951,"[[407  31   2   1]
 [ 10 389  21   0]
 [  0  10  55   1]
 [  0   3  28 134]]",28,0.9777372479438782,0.022262750193476677,"V15: 0.33
V20: 0.29
V19: 0.25","V11: 0.39
V16: 0.38
V6: 0.32"
9,8,0.001,3,0.9029303789138794,"[[407  31   2   1]
 [ 19 385  13   3]
 [  0   9  56   1]
 [  1   5  21 138]]",28,0.9212900400161743,0.07870995253324509,"V20: 0.28
V19: 0.27
V15: 0.23","V23: 0.39
V22: 0.38
V17: 0.38"
9,8,0.001,6,0.9139193892478943,"[[408  28   4   1]
 [ 16 396   6   2]
 [  1   8  53   4]
 [  0   8  16 141]]",24,0.8733454942703247,0.1266544908285141,"V15: 0.37
V19: 0.23
V20: 0.22","V18: 0.29
V13: 0.29
V17: 0.29"
9,8,0.001,6,0.91300368309021,"[[411  23   6   1]
 [  8 400  11   1]
 [  0   6  53   7]
 [  0   5  27 133]]",37,0.9262423515319824,0.07375761866569519,"V15: 0.38
V19: 0.21
V20: 0.20","V13: 0.44
V18: 0.40
V14: 0.34"
9,8,0.001,9,0.9102563858032227,"[[409  24   6   2]
 [ 20 392   6   2]
 [  0   8  58   0]
 [  0   4  26 135]]",18,0.8345394730567932,0.16546055674552917,"V15: 0.33
V19: 0.24
V7: 0.23","V1: 0.56
V6: 0.45
V11: 0.45"
9,8,0.001,9,0.9340659379959106,"[[413  23   3   2]
 [  7 408   5   0]
 [  0   8  57   1]
 [  0   5  18 142]]",28,0.9362228512763977,0.06377716362476349,"V15: 0.33
V19: 0.24
V20: 0.22","Ex1: 0.36
V1: 0.32
V6: 0.32"
9,8,0.001,12,0.9093406796455383,"[[412  25   4   0]
 [ 21 384  15   0]
 [  0   9  56   1]
 [  0   2  22 141]]",22,0.7949510812759399,0.20504894852638245,"V15: 0.42
V20: 0.25
V19: 0.23","V1: 0.71
V16: 0.70
V6: 0.70"
9,8,0.001,12,0.918498158454895,"[[413  24   3   1]
 [ 19 390  11   0]
 [  1   7  55   3]
 [  0   4  16 145]]",31,0.8381672501564026,0.16183282434940338,"V19: 0.32
V20: 0.27
V15: 0.27","V22: 0.39
V1: 0.38
V21: 0.37"
9,8,0.001,15,0.9038461446762085,"[[412  26   2   1]
 [ 28 374  18   0]
 [  1   5  60   0]
 [  0   5  19 141]]",21,0.8857630491256714,0.11423689126968384,"V15: 0.28
V20: 0.28
V9: 0.21","V11: 0.33
V16: 0.29
V6: 0.29"
9,8,0.001,15,0.901098906993866,"[[402  35   4   0]
 [ 20 383  17   0]
 [  0   8  58   0]
 [  2   5  17 141]]",38,0.8680842518806458,0.13191582262516022,"V15: 0.35
V19: 0.24
V20: 0.23","V11: 0.32
V21: 0.32
V16: 0.26"
9,8,0.001,18,0.877289354801178,"[[391  45   4   1]
 [ 34 370  16   0]
 [  0   4  61   1]
 [  0   3  26 136]]",13,0.8528692722320557,0.1471307873725891,"V20: 0.33
V15: 0.25
V19: 0.24","V22: 0.31
V21: 0.29
V1: 0.28"
9,8,0.001,18,0.8580586314201355,"[[388  46   6   1]
 [ 39 356  25   0]
 [  0   6  56   4]
 [  0   2  26 137]]",16,0.848205029964447,0.15179498493671417,"V15: 0.31
V20: 0.31
V19: 0.24","V1: 0.29
V2: 0.28
V22: 0.27"
