kan_neurons,kan_grid,lamb,RMSE,Best_Epoch
4,6,1e-06,0.2604001462459564,26
5,3,0.1,0.8062136769294739,69
5,3,0.01,0.3422713279724121,68
5,3,0.001,0.21911492943763733,61
5,3,0.0001,0.24515214562416077,63
5,3,1e-05,0.22881688177585602,18
5,3,1e-06,0.21892637014389038,66
5,4,0.1,0.7454617023468018,69
5,4,0.01,0.4073362648487091,46
5,4,0.001,0.3180733919143677,27
5,4,0.0001,0.2568058669567108,32
5,4,1e-05,0.30861297249794006,38
5,4,1e-06,0.25147148966789246,62
5,5,0.1,0.7661338448524475,69
5,5,0.01,0.4332790970802307,33
5,5,0.001,0.32741543650627136,32
5,5,0.0001,0.2245081663131714,39
5,5,1e-05,0.25321245193481445,30
5,5,1e-06,0.322500079870224,44
5,6,0.1,0.7147471904754639,59
5,6,0.01,0.23972629010677338,69
5,6,0.001,0.23075686395168304,27
5,6,0.0001,0.2278238981962204,69
5,6,1e-05,0.24298597872257233,30
5,6,1e-06,0.22417770326137543,20
6,3,0.1,0.797880232334137,69
6,3,0.01,0.36541491746902466,48
6,3,0.001,0.2231989949941635,21
6,3,0.0001,0.23739515244960785,69
6,3,1e-05,0.20901210606098175,20
6,3,1e-06,0.2940477430820465,34
6,4,0.1,0.7883211970329285,69
6,4,0.01,0.24780680239200592,69
6,4,0.001,0.19125144183635712,41
6,4,0.0001,0.22158947587013245,17
6,4,1e-05,0.2236267626285553,18
6,4,1e-06,0.2331104427576065,15
6,5,0.1,0.7907953262329102,69
6,5,0.01,0.2426590770483017,69
6,5,0.001,0.27153539657592773,39
6,5,0.0001,0.2426561713218689,29
6,5,1e-05,0.22570866346359253,27
6,5,1e-06,0.24267399311065674,11
6,6,0.1,0.704386830329895,69
6,6,0.01,0.33985939621925354,16
6,6,0.001,0.28676262497901917,32
6,6,0.0001,0.21006062626838684,32
6,6,1e-05,0.28223857283592224,24
6,6,1e-06,0.2687089145183563,18
7,3,0.1,0.7915357351303101,69
7,3,0.01,0.24488161504268646,69
7,3,0.001,0.22428306937217712,50
7,3,0.0001,0.2135537564754486,20
7,3,1e-05,0.21024206280708313,19
7,3,1e-06,0.24441194534301758,30
7,4,0.1,0.7873732447624207,68
7,4,0.01,0.4327206015586853,20
7,4,0.001,0.22046779096126556,19
7,4,0.0001,0.22846005856990814,43
7,4,1e-05,0.2247597724199295,15
7,4,1e-06,0.21554183959960938,13
7,5,0.1,0.7551290988922119,66
7,5,0.01,0.40110254287719727,66
7,5,0.001,0.30717572569847107,37
7,5,0.0001,0.232827290892601,21
7,5,1e-05,0.2641128599643707,39
7,5,1e-06,0.30012866854667664,11
7,6,0.1,0.7189136743545532,64
7,6,0.01,0.23676356673240662,60
7,6,0.001,0.22455835342407227,24
7,6,0.0001,0.23182357847690582,38
7,6,1e-05,0.23317666351795197,33
7,6,1e-06,0.234462171792984,19
